cell_id,sample_id,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
aggjjlkn-1,TMA00317,False,False,False,none
aggmbogf-1,TMA00317,False,False,False,none
aggmkbno-1,TMA00317,False,False,False,none
aggpfgid-1,TMA00317,False,False,False,none
aghkigkh-1,TMA00317,False,False,False,none
agikoihf-1,TMA00317,False,False,False,none
agjbloec-1,TMA00317,False,False,False,none
agjhhkae-1,TMA00317,False,False,False,none
agjnefea-1,TMA00317,False,False,False,none
agjnopck-1,TMA00317,False,False,False,none
agjpoeff-1,TMA00317,False,False,False,none
agkefmbe-1,TMA00317,False,False,False,none
agkiapik-1,TMA00317,False,False,False,none
agkjhogm-1,TMA00317,False,False,False,none
agkjpolf-1,TMA00317,False,False,False,none
agkpglap-1,TMA00317,False,False,False,none
aglcklal-1,TMA00317,False,False,False,none
aglhngke-1,TMA00317,False,False,False,none
agmdifcn-1,TMA00317,False,False,False,none
agmfgden-1,TMA00317,False,False,False,none
agmhibca-1,TMA00317,False,False,False,none
agmogfoi-1,TMA00317,False,False,False,none
agndjeff-1,TMA00317,False,False,False,none
agndjmjm-1,TMA00317,False,False,False,none
agnkdgaj-1,TMA00317,False,False,False,none
agnmbige-1,TMA00317,False,False,False,none
agnpncfk-1,TMA00317,False,False,False,none
agohngnh-1,TMA00317,False,False,False,none
agokifin-1,TMA00317,False,False,False,none
agpaknde-1,TMA00317,False,False,False,none
agpcfnnm-1,TMA00317,False,False,False,none
agpdinkf-1,TMA00317,False,False,False,none
agpehepg-1,TMA00317,False,False,False,none
agpgcjoe-1,TMA00317,False,False,False,none
agphhmcf-1,TMA00317,False,False,False,none
agphnpcf-1,TMA00317,False,False,False,none
agpnloja-1,TMA00317,False,False,False,none
ahaalddi-1,TMA00317,False,False,False,none
ahafaonp-1,TMA00317,False,False,False,none
ahafapja-1,TMA00317,False,False,False,none
ahafokeh-1,TMA00317,False,False,False,none
ahalagkg-1,TMA00317,False,False,False,none
ahalifbe-1,TMA00317,False,False,False,none
ahbiijih-1,TMA00317,False,False,False,none
ahbkadkl-1,TMA00317,False,False,False,none
ahbldhpg-1,TMA00317,False,False,False,none
ahccihad-1,TMA00317,False,False,False,none
ahccpjcc-1,TMA00317,False,False,False,none
ahcdcebo-1,TMA00317,False,False,False,none
ahcefhek-1,TMA00317,False,False,False,none
ahcfblkn-1,TMA00317,False,False,False,none
ahcfohin-1,TMA00317,False,False,False,none
ahclkjme-1,TMA00317,False,False,False,none
ahcpkaoc-1,TMA00317,False,False,False,none
ahddjaib-1,TMA00317,False,False,False,none
ahdflmda-1,TMA00317,False,False,False,none
ahdhbnag-1,TMA00317,False,False,False,none
ahdikpjj-1,TMA00317,False,False,False,none
ahdliiab-1,TMA00317,False,False,False,none
ahdnhgff-1,TMA00317,False,False,False,none
ahdnjbdn-1,TMA00317,False,False,False,none
ahdoejei-1,TMA00317,False,False,False,none
ahdonjln-1,TMA00317,False,False,False,none
ahdpabbe-1,TMA00317,False,False,False,none
ahdpgfdb-1,TMA00317,False,False,False,none
ahdpkaai-1,TMA00317,False,False,False,none
aheannlo-1,TMA00317,False,False,False,none
ahemchpm-1,TMA00317,False,False,False,none
ahepmokh-1,TMA00317,False,False,False,none
ahfapmml-1,TMA00317,False,False,False,none
ahfbjbpa-1,TMA00317,False,False,False,none
ahffbhpa-1,TMA00317,False,False,False,none
ahfgcolk-1,TMA00317,False,False,False,none
ahfphfij-1,TMA00317,False,False,False,none
ahgamgma-1,TMA00317,False,False,False,none
ahgbconh-1,TMA00317,False,False,False,none
ahgcaaaf-1,TMA00317,False,False,False,none
ahgfpfkm-1,TMA00317,False,False,False,none
ahginhdi-1,TMA00317,False,False,False,none
ahglcmnc-1,TMA00317,False,False,False,none
ahglmdfm-1,TMA00317,False,False,False,none
ahgmkcfk-1,TMA00317,False,False,False,none
ahhackpb-1,TMA00317,False,False,False,none
ahhchebi-1,TMA00317,False,False,False,none
ahhdnali-1,TMA00317,False,False,False,none
ahhfhhhh-1,TMA00317,False,False,False,none
ahhgnael-1,TMA00317,False,False,False,none
ahhikmlh-1,TMA00317,False,False,False,none
ahhjcdom-1,TMA00317,False,False,False,none
ahhjjfpc-1,TMA00317,False,False,False,none
ahhmmppo-1,TMA00317,False,False,False,none
ahijomgg-1,TMA00317,False,False,False,none
ahikbbba-1,TMA00317,False,False,False,none
ahimepii-1,TMA00317,False,True,False,dTomato_Seq2_hi
ahinjblg-1,TMA00317,False,False,False,none
ahjaecnf-1,TMA00317,False,False,False,none
ahjdcdcg-1,TMA00317,False,False,False,none
ahjimjeb-1,TMA00317,False,False,False,none
ahjmpahl-1,TMA00317,False,False,False,none
ahkanppk-1,TMA00317,False,False,False,none
ahkcmhlm-1,TMA00317,False,False,False,none
ahkgnppn-1,TMA00317,False,False,False,none
ahkmgkfo-1,TMA00317,False,False,False,none
ahkooonj-1,TMA00317,False,False,False,none
ahlilmaj-1,TMA00317,False,False,False,none
ahlinmaj-1,TMA00317,False,False,False,none
ahmnffcb-1,TMA00317,False,False,False,none
ahmodojc-1,TMA00317,False,False,False,none
ahmpnicj-1,TMA00317,False,False,False,none
ahoandkj-1,TMA00317,False,False,False,none
ahocohjc-1,TMA00317,False,False,False,none
ahofioff-1,TMA00317,False,False,False,none
ahojbaof-1,TMA00317,False,False,False,none
ahpaapbj-1,TMA00317,False,False,False,none
ahphiklm-1,TMA00317,False,False,False,none
ahpldafi-1,TMA00317,False,False,False,none
ahpmphei-1,TMA00317,False,False,False,none
