cell_id,sample_id,neuron_label,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
fogoiipd-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
fohbaoic-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
fohfchma-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
fohgalpn-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
fohgoeij-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
fohhdmce-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
fohmoijo-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
foidibjf-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
foidoiph-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
foihgdei-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
foijhogh-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
foiklpkp-1,TMA00318,CGRP-Epsilion,False,False,False,CGRP-Epsilion
fojagpac-1,TMA00318,TrpM8,False,False,False,TrpM8
fojjfdgc-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
fojjflhk-1,TMA00318,CGRP-Gamma 2,True,True,True,CGRP-Gamma 2
fojlbdhi-1,TMA00318,CGRP-Zeta,False,False,False,CGRP-Zeta
fpgjidml-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
fpglcffi-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
fpicjjga-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
fpickgcc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
fpiegjpa-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
fpjinkpp-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
fplnchib-1,TMA00318,C-LTMR,False,False,False,C-LTMR
fpoiambn-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
fpppdpha-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
gaandjaa-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
gaaocdga-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
gabilobf-1,TMA00318,C-LTMR,False,False,False,C-LTMR
gaboniec-1,TMA00318,C-LTMR,False,False,False,C-LTMR
gacdjcof-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
gacgmpaj-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
gadbldhp-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
gadgacmc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
gadgpedo-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
gadljmck-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
galdnopf-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
galkebhe-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
galmcdjm-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
galngjcm-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
gaohkpof-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
gcbnlbom-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
gccachfn-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
