cell_id,sample_id,neuron_label,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
aclhepgo-1,TMA00318,CGRP-Eta,False,False,False,none
aclkpnfe-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
acmaldbk-1,TMA00318,CGRP-Gamma 1,False,False,False,none
acmccmgf-1,TMA00318,CGRP-Zeta,False,False,False,none
acmckfob-1,TMA00318,C-LTMR,False,False,False,none
acmedmmc-1,TMA00318,C-LTMR,False,False,False,none
acmjlbpd-1,TMA00318,TrpM8,False,False,False,none
acmjnmfm-1,TMA00318,CGRP-Theta,False,False,False,none
acmjpopc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
acmlmmhf-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
acmpmhml-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
acnbggdn-1,TMA00318,Adelta-LTMR,False,False,False,none
acncchpk-1,TMA00318,C-LTMR,False,False,False,none
acnhlhfh-1,TMA00318,CGRP-Gamma 1,False,False,False,none
acnhomeg-1,TMA00318,CGRP-Gamma 1,False,False,False,none
acnjdfcp-1,TMA00318,CGRP-Eta,False,False,False,none
acnjdlif-1,TMA00318,CGRP-Gamma 2,False,False,False,none
acnjgael-1,TMA00318,CGRP-Gamma 1,False,True,False,dTomato_Seq2_hi
acocfepm-1,TMA00318,CGRP-Gamma 2,False,False,False,none
acocopgo-1,TMA00318,C-LTMR,False,False,False,none
acodmnom-1,TMA00318,CGRP-Gamma 1,False,False,False,none
acoeacla-1,TMA00318,CGRP-Gamma 2,False,False,False,none
acolbeke-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aconibld-1,TMA00318,CGRP-Gamma 1,False,False,False,none
acpakioh-1,TMA00318,TrpM8,False,False,False,none
acpdmhll-1,TMA00318,TrpM8,False,False,False,none
acpehfgd-1,TMA00318,CGRP-Gamma 2,False,False,False,none
acpenhhl-1,TMA00318,CGRP-Gamma 2,False,False,False,none
acpmkdda-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adaghpkd-1,TMA00318,TrpM8,False,False,False,none
adaikbdp-1,TMA00318,TrpM8,False,False,False,none
adamdpoc-1,TMA00318,CGRP-Alpha,False,False,False,none
adampfgj-1,TMA00318,Abeta-Field,False,False,False,none
adapckdb-1,TMA00318,Abeta-Field,False,False,False,none
adbbolpa-1,TMA00318,Abeta-Field,False,False,False,none
adbcnhle-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adbeihko-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
adccfnmg-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adccjldn-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
adcckkmb-1,TMA00318,CGRP-Gamma 2,False,False,False,none
adcgblmc-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
adckhcgo-1,TMA00318,Abeta-Field,False,False,False,none
adcnjchp-1,TMA00318,Proprioceptors,False,False,False,none
addbflag-1,TMA00318,Adelta-LTMR,False,False,False,none
addchane-1,TMA00318,Proprioceptors,False,False,False,none
addghlec-1,TMA00318,CGRP-Eta,False,False,False,none
addminkh-1,TMA00318,Abeta-Field,False,False,False,none
addmpkno-1,TMA00318,CGRP-Eta,False,False,False,none
addnljni-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adednijk-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
adehfblc-1,TMA00318,CGRP-Zeta,False,False,False,none
adeljfji-1,TMA00318,Adelta-LTMR,False,False,False,none
adfkgohj-1,TMA00318,CGRP-Eta,False,False,False,none
adfmmcbb-1,TMA00318,CGRP-Zeta,False,False,False,none
adfpoeei-1,TMA00318,CGRP-Zeta,False,False,False,none
adgchiko-1,TMA00318,C-LTMR,False,False,False,none
adgmgbag-1,TMA00318,CGRP-Eta,False,False,False,none
adgoigef-1,TMA00318,Abeta-Field,False,False,False,none
