cell_id,sample_id,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
adjnnpni-1,TMA00318,False,False,False,none
adjoaohn-1,TMA00318,False,False,False,none
adkbklgd-1,TMA00318,False,False,False,none
adkhpajk-1,TMA00318,False,False,False,none
adkogopo-1,TMA00318,False,False,False,none
adlbemod-1,TMA00318,False,False,False,none
adlmmekm-1,TMA00318,False,False,False,none
admbmbio-1,TMA00318,False,False,False,none
admeipib-1,TMA00318,False,False,False,none
admhkcpa-1,TMA00318,False,False,False,none
admhkgpi-1,TMA00318,False,False,False,none
admjbomc-1,TMA00318,False,False,False,none
admjcbdd-1,TMA00318,False,False,False,none
adngjhgh-1,TMA00318,False,False,False,none
adnhnigj-1,TMA00318,False,False,False,none
adnjikjo-1,TMA00318,False,False,False,none
adnkohcf-1,TMA00318,False,False,False,none
adnkpako-1,TMA00318,False,False,False,none
adnkpoig-1,TMA00318,False,False,False,none
adnmlfel-1,TMA00318,False,False,False,none
adnoabag-1,TMA00318,False,False,False,none
adocijoc-1,TMA00318,False,False,False,none
adogeakc-1,TMA00318,False,False,False,none
adogmdip-1,TMA00318,False,False,False,none
adonaeel-1,TMA00318,False,False,False,none
adoocikf-1,TMA00318,False,False,False,none
adpaefbc-1,TMA00318,False,False,False,none
adpbdmoi-1,TMA00318,False,False,False,none
adpglkip-1,TMA00318,False,False,False,none
adpiodoj-1,TMA00318,False,False,False,none
adpjfdhe-1,TMA00318,False,False,False,none
adplipdo-1,TMA00318,False,False,False,none
adpmbpbi-1,TMA00318,False,False,False,none
adpmgehg-1,TMA00318,False,False,False,none
adpmkopc-1,TMA00318,False,False,False,none
aeaafioa-1,TMA00318,False,False,False,none
aeadapca-1,TMA00318,False,False,False,none
aeadgemd-1,TMA00318,False,False,False,none
aeaeddci-1,TMA00318,False,False,False,none
aeafhchm-1,TMA00318,False,False,False,none
aeakojin-1,TMA00318,False,False,False,none
aealnbba-1,TMA00318,False,False,False,none
aebanjfn-1,TMA00318,False,False,False,none
aebaochm-1,TMA00318,False,False,False,none
aebbaaho-1,TMA00318,False,False,False,none
aebcccmj-1,TMA00318,False,False,False,none
aebhmblc-1,TMA00318,False,False,False,none
aeblnhnd-1,TMA00318,False,False,False,none
aebmndpo-1,TMA00318,False,False,False,none
aebnjnin-1,TMA00318,False,False,False,none
